rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt,TeamID
13,Tennessee,SEC,21-10,122.16951917802392,33,96.4047703731312,14,0.9384176501920668,13,21.0,10.0,11.0,7.0,11-7,0.715690601405797,0.5272056004610591,0.8518186576436633,0.715690601405797,0.5272056004610591,0.8518186576436633,0.6319110642040607,0.7432729858583913,118.49576787950116,106.12580541563707,118.49576787950116,106.12580541563707,121.42062461878658,96.77178972156034,121.81270498934084,98.44527898023657,0.9205112566432018,15.0,-0.0364723184336968,1391.0,1324.0,1220.625,1.1395801331285202,1.0846902201740911,0.0,0.6111111111111112,3.836156982871205,26,265,65.4482447144893,1397
14,Louisville,ACC,22-9,126.0203303351498,10,99.46076876700472,26,0.9383019555819764,14,22.0,9.0,11.0,7.0,11-7,0.695496318697421,0.554257314248077,0.7975022663552807,0.695496318697421,0.554257314248077,0.7975022663552807,0.6586483770407849,0.7443269597418725,115.57582883684375,104.58585485806012,115.57582883684375,104.58585485806012,125.83134216851045,99.8148121436458,125.33917475532598,101.72178651886088,0.916902955903784,17.0,-0.0276753310348701,1481.0,1357.0,1260.2875,1.175128690874106,1.07673844261726,0.0,0.6111111111111112,3.966094944120206,25,246,70.0884577038834,1257
15,Vanderbilt,SEC,24-7,125.84558458257422,12,99.79052038546548,29,0.9350995295866764,15,24.0,7.0,11.0,7.0,11-7,0.7110008533056253,0.5229257868028694,0.8468328457798383,0.7110008533056253,0.5229257868028694,0.8468328457798383,0.6684427555532073,0.8090832500686739,117.2189871286699,105.94690528640903,117.2189871286699,105.94690528640903,124.59417784060474,100.84733554265355,129.27399568338194,100.43032384966216,0.9480144776228964,15.0,0.0280584992639189,1470.0,1410.0,1259.2750000000003,1.167338349447102,1.1196918862043634,0.0,0.6111111111111112,5.941652509423487,15,107,69.51608423008406,1435
16,Alabama,SEC,23-8,130.37285166407122,3,103.48207093629262,64,0.9344105319182552,16,23.0,8.0,13.0,5.0,13-5,0.7800438373757151,0.7009338751795291,0.8371788100729602,0.7800438373757151,0.7009338751795291,0.8371788100729602,0.6052083686144197,0.6482286695945458,119.68501787357756,104.05580602803644,119.68501787357756,104.05580602803644,127.9830562828102,102.95982707879128,128.84917237285416,104.85862384271856,0.9144591980169978,16.0,0.058017538378315,1627.0,1530.0,1342.15,1.2122341020005216,1.1399620012666245,0.0,0.7222222222222222,6.933612910228338,9,56,72.90520411436415,1104
17,Virginia,ACC,27-4,121.69693282154228,36,96.75304205713554,15,0.9332537029544858,17,27.0,4.0,15.0,3.0,15-3,0.6495816483983771,0.4578948527702355,0.7880221119075902,0.6495816483983771,0.4578948527702355,0.7880221119075902,0.7262661401852556,0.8384227128843821,114.66652881666464,107.18093755627812,114.66652881666464,107.18093755627812,119.92076025395085,94.32993026046364,120.79224923468576,93.83888712613724,0.9480274089316404,11.0,0.0842792842755807,1391.0,1252.0,1232.3375,1.1287492265714545,1.015955450515788,0.0,0.8333333333333334,6.808068306316869,12,23,65.68469390655018,1438
18,Nebraska,B10,26-5,118.34516418334078,57,94.09305328242176,6,0.9332173251705104,18,26.0,5.0,15.0,5.0,15-5,0.6811991190963137,0.4137828698283419,0.8282780561936984,0.6811991190963137,0.4137828698283419,0.8282780561936984,0.6698200305587242,0.8892122149627795,116.2834143750183,105.75828723960396,116.2834143750183,105.75828723960396,119.3709759678757,91.81871717087606,120.41650484657714,93.8154767294682,0.9463792783138516,14.0,0.1045451522113167,1502.0,1324.0,1326.75,1.1320896928584887,0.997927265875259,0.0,0.75,7.553090040492193,8,9,66.88784808811846,1304
19,Kansas,B12,22-9,119.58378563351468,47,95.2144700841225,10,0.932180793157948,19,22.0,9.0,12.0,6.0,12-6,0.7754256397579801,0.6928287461911752,0.8350789517784499,0.7754256397579801,0.6928287461911752,0.8350789517784499,0.6038035982109077,0.671415801951409,118.04036789891305,102.463690914086,118.04036789891305,102.463690914086,119.97096392885184,97.182514461813,118.20823110289524,97.08105912239246,0.9058825902842896,16.0,0.0343440947386065,1385.0,1325.0,1251.4125,1.1067493732082747,1.0588035519862555,0.0,0.6666666666666666,5.913014687757527,16,92,67.51957748970601,1242
20,Arkansas,SEC,23-8,128.45385750608932,6,102.5554740598936,47,0.9301767618481944,20,23.0,8.0,13.0,5.0,13-5,0.7300857270278904,0.5794644943362909,0.8388677284162676,0.7300857270278904,0.5794644943362909,0.8388677284162676,0.6322118963502557,0.7005591071084195,118.83172982969944,105.30632144953546,118.83172982969944,105.30632144953546,128.6054803821319,102.606045510021,126.13513513204478,102.53760929329384,0.9154388087606996,15.0,0.0482487438192178,1620.0,1506.0,1327.5249999999996,1.2203160015818917,1.1344419125816845,0.0,0.7222222222222222,5.837499009926752,17,72,71.1041101577882,1116
21,St. John's,BE,25-6,119.30374293669983,50,96.05141019920828,13,0.9236549246358478,21,25.0,6.0,18.0,2.0,18-2,0.7127056668883439,0.6098202585123865,0.7692926414951204,0.7127056668883439,0.6098202585123865,0.7692926414951204,0.7076330022329672,0.7552650457195444,115.35481056276927,104.81007919457828,115.35481056276927,104.81007919457828,119.04471091547768,95.27580843934456,122.89070135944594,99.251891803359,0.9210569593045648,10.0,0.0513306754420592,1587.0,1393.0,1401.6375,1.1322471038339086,0.993837564990948,0.0,0.9,5.704251743601679,18,64,69.78349510116726,1385
22,Wisconsin,B10,22-9,127.19453317865032,9,102.96259261531854,57,0.9191272147560724,22,22.0,9.0,14.0,6.0,14-6,0.7111756013090705,0.4972921786491854,0.8288114837720073,0.7111756013090705,0.4972921786491854,0.8288114837720073,0.6531545847156557,0.8352657584504303,116.93611451942849,104.68735161082344,116.93611451942849,104.68735161082344,129.10460269408634,102.73584482140824,125.37403405714096,103.37694221806326,0.9019052309524556,16.0,0.020376558872057,1641.0,1555.0,1367.4625,1.200032907666572,1.137142700439683,0.0,0.7,4.169645629611831,22,123,68.97207466936376,1458
23,Ohio St.,B10,20-11,125.45503143529568,17,102.82560370884894,54,0.9078364419176772,23,20.0,11.0,12.0,8.0,12-8,0.7089999317714181,0.4906852204695406,0.8290730229874507,0.7089999317714181,0.4906852204695406,0.8290730229874507,0.6499407725633382,0.820409968389389,116.6030571530995,104.38348315727244,116.6030571530995,104.38348315727244,127.02247329970088,102.8971566682757,125.08254525191371,101.86321837275686,0.9138395765344786,15.0,-0.0193833572019854,1559.0,1499.0,1318.85,1.1820904575956326,1.1365962770595597,0.0,0.6,2.336567390108455,35,228,66.37811095724061,1326
24,Saint Mary's,WCC,27-5,120.12401874532428,46,98.53388593594369,22,0.9070746429459212,24,27.0,5.0,16.0,2.0,16-2,0.5979971324204332,0.5599699474760687,0.6090823109317632,0.5979971324204332,0.5599699474760687,0.6090823109317632,0.782446012618596,0.8175627548038196,112.46530822957746,106.4206749531574,112.46530822957746,106.4206749531574,121.06229054283028,98.53144938553928,113.13861111483584,95.62484754244916,0.8737005129513787,8.0,0.0507922450566737,1403.0,1154.0,1178.2625,1.190736359682159,0.9794082388262376,0.0,0.8888888888888888,4.152430908030554,23,66,65.22272211168568,1388
25,Iowa,B10,20-11,122.55991197525032,31,100.8329843104919,32,0.9041357419690929,25,20.0,11.0,10.0,10.0,10-10,0.6780794657858149,0.4081419107947832,0.8265451210308827,0.6780794657858149,0.4081419107947832,0.8265451210308827,0.6574696523608736,0.8514796481545389,115.68327501959824,105.43671118916797,115.68327501959824,105.43671118916797,120.50592290402956,100.90252204634128,120.2643127612008,98.0611847190252,0.9127077109471412,14.0,-0.0193277527801295,1417.0,1395.0,1263.6374999999998,1.12136589805225,1.1039558417663295,0.0,0.5,1.8975842184351568,39,227,63.02823878315657,1234
26,North Carolina,ACC,24-7,122.14700952744334,34,100.59822372357252,31,0.9030903252292106,26,24.0,7.0,12.0,6.0,12-6,0.6926237514771094,0.531199361850349,0.8092080328742143,0.6926237514771094,0.531199361850349,0.8092080328742143,0.6758628059893894,0.7894965393623394,115.72170419509224,104.92307247061396,115.72170419509224,104.92307247061396,123.13171395024273,102.66057771254596,120.533127291512,102.94167846175336,0.8598763505843615,14.0,0.0930546901089222,1416.0,1376.0,1232.0,1.1493506493506491,1.1168831168831168,0.0,0.6666666666666666,5.391060731055787,19,16,67.78652247193155,1314
27,UCLA,B10,21-10,124.6040448934765,20,102.91710349302302,55,0.900159502849477,27,21.0,10.0,13.0,7.0,13-7,0.6970889615258469,0.4872076883533449,0.8125236617707229,0.6970889615258469,0.4872076883533449,0.8125236617707229,0.6585005609099035,0.8036508486469164,116.27667896224214,104.6236922583466,116.27667896224214,104.6236922583466,124.69362897308544,102.78836267229724,123.25050910199766,105.60337851684078,0.8553357648354367,13.0,0.0186786739054317,1511.0,1445.0,1295.3625000000002,1.166468845593415,1.115517856970539,0.0,0.65,2.8820076027820445,31,128,64.49970566444081,1417
28,Santa Clara,WCC,26-7,125.06280723482556,19,104.00942462220156,71,0.8928173230722867,28,26.338872141522124,7.661127858477877,15.0,3.0,15-3,0.5978927802025134,0.5441846272848715,0.6160116262839904,0.6080145599124095,0.5441846272848715,0.6160116262839904,0.7683038169909517,0.8159233865333361,112.17824057938144,106.28691637679796,112.42238597815724,105.92515588531737,125.8106368136329,103.3422380794418,119.69310308031206,103.62301363679448,0.8399656881461319,7.0,0.0176360328670948,1569.0,1330.0,1280.9500000000005,1.224872165189898,1.03829189273586,0.0,0.8333333333333334,2.537378891214667,32,132,69.60294858540557,1365
29,Indiana,B10,18-13,122.96674106457913,27,102.74010943528774,51,0.8876222509427105,29,18.0,13.0,9.0,11.0,9-11,0.6947899294426269,0.44132050686074,0.8341981118626643,0.6947899294426269,0.44132050686074,0.8341981118626643,0.6495701259175002,0.8387053943506498,116.75750803598632,105.0162061393867,116.75750803598632,105.0162061393867,123.8398761637663,104.3976961592413,116.64967360203738,104.85348243269516,0.7731228264000568,14.0,-0.0491278004041222,1516.0,1521.0,1318.2125,1.1500421972936838,1.153835212456262,0.0,0.45,0.1434608431331855,46,294,66.27170543674953,1231
30,Cincinnati,B12,17-14,113.6785338969764,106,95.00060684663612,8,0.8873696116851059,30,17.828459854937183,14.171540145062815,9.0,9.0,9-9,0.6766697176351587,0.4646066972653743,0.8298263434577804,0.6748976901075303,0.4646066972653743,0.8298263434577804,0.6796483360060355,0.8308558746627028,114.94136831921784,104.5808870871176,114.94552206199468,104.75898052010488,117.23126506856848,94.76816381258315,113.6553089576766,97.66119185013297,0.851214565328425,14.0,-0.1059499099045081,1290.0,1247.0,1196.0374999999997,1.07856149995297,1.0426094499545375,0.0,0.5,-1.636574411613252,70,357,67.73631074021317,1153
31,Villanova,BE,24-7,120.45812832518362,43,100.91936679987396,33,0.8844511749853172,31,24.0,7.0,15.0,5.0,15-5,0.7000899070599822,0.5669873778421618,0.7732962981297833,0.7000899070599822,0.5669873778421618,0.7732962981297833,0.7072382903981456,0.7731285460803551,115.35727509732205,105.01253980377948,115.35727509732205,105.01253980377948,119.34522846140952,99.81793680454206,110.75967383164068,97.81365332414664,0.8068130625943486,8.0,0.0927368461120444,1525.0,1440.0,1360.9,1.1205819678154163,1.058123300756852,0.0,0.75,4.534413817878818,21,17,64.87400375568956,1437
32,Texas A&M,SEC,21-10,121.21879196504486,38,101.74350153824044,40,0.8822731704470596,32,21.0,10.0,11.0,7.0,11-7,0.6580619766440995,0.4146398224798664,0.8338668657627122,0.6580619766440995,0.4146398224798664,0.8338668657627122,0.6897413945631699,0.8683048348359852,116.2635136578288,107.61603518011844,116.2635136578288,107.61603518011844,120.77187539341958,100.1407173901199,120.695344910245,99.25836638119746,0.9045425286494534,11.0,0.0155354891445386,1493.0,1460.0,1308.0375,1.1414045851131944,1.1161759506130369,0.0,0.6111111111111112,1.9134787740465564,38,139,71.13133760546499,1401
33,Kentucky,SEC,19-12,120.83771568730056,40,101.46491781876932,37,0.8817863840590606,33,19.698229326129404,12.301770673870598,10.0,8.0,10-8,0.7190612739064988,0.5242003511118779,0.859794162591503,0.7204421457048598,0.5242003511118779,0.859794162591503,0.6122723994759873,0.7337784892534602,118.31193360187852,105.32882407303993,118.32645147291862,105.38983901469304,120.78167733088792,101.6811803392834,118.86429982424396,102.2126832901112,0.8501346366000408,17.0,0.034931016999032,1414.0,1404.0,1245.875,1.13494531955453,1.126918832146082,0.0,0.5555555555555556,2.529357458099758,33,90,68.10343797383345,1246
34,Clemson,ACC,22-9,116.21986761761032,75,97.6135525075087,20,0.8814648788225581,34,22.0,9.0,12.0,6.0,12-6,0.6590866289180357,0.5177469024615415,0.7611653202477261,0.6590866289180357,0.5177469024615415,0.7611653202477261,0.7118277843992038,0.7725367704016436,114.54165878445644,106.48765275677836,114.54165878445644,106.48765275677836,114.95968560683087,96.21626235102951,117.13398403840183,95.01317407621572,0.917358258789902,12.0,0.0281632506762274,1273.0,1199.0,1169.5374999999997,1.08846445710377,1.025191582142514,0.0,0.6666666666666666,2.360115761732504,34,106,64.33983103754944,1155
35,Utah St.,MWC,25-6,124.38518466919253,22,104.48856247503026,78,0.881270082556345,35,25.0,6.0,15.0,5.0,15-5,0.6254193745555094,0.5100566533697696,0.6888688712076663,0.6254193745555094,0.5100566533697696,0.6888688712076663,0.7843854256983088,0.8507430928373316,113.02974084669935,106.50916629780552,113.02974084669935,106.50916629780552,125.22763014270195,104.12989163396936,122.39728397645533,105.430828260428,0.8476124584123045,5.0,0.0511361328196869,1630.0,1453.0,1349.2499999999998,1.2080785621641654,1.0768945710579954,0.0,0.75,3.0415443184545587,30,65,67.50982625423353,1429
36,Miami FL,ACC,24-7,121.52564189045218,37,102.14322875909905,43,0.880599171221043,36,24.0,7.0,13.0,5.0,13-5,0.6144435878243631,0.4052593531778789,0.7655210906246016,0.6144435878243631,0.4052593531778789,0.7655210906246016,0.7384931981606188,0.8428899873312028,113.03021320432954,107.16536822991344,113.03021320432954,107.16536822991344,121.65074993372176,102.58474655581684,120.18808760011748,100.60973777551987,0.8854213267755192,10.0,0.064370809600417,1401.0,1312.0,1214.9125,1.1531694669369197,1.0799131624705485,0.0,0.7222222222222222,3.301825281011422,28,47,68.09668002678762,1274
37,Georgia,SEC,22-9,125.7417374791182,14,105.7736648729895,98,0.8796032121505699,37,22.0,9.0,10.0,8.0,10-8,0.6621208818830634,0.4065960439455255,0.8466665981712853,0.6621208818830634,0.4065960439455255,0.8466665981712853,0.6833718300600572,0.862495474035512,115.92175603887088,106.72063124467452,115.92175603887088,106.72063124467452,126.2780430999522,106.86402801044,124.6505368424697,102.73489981581112,0.9023546597433244,14.0,0.0592431946281415,1515.0,1521.0,1284.675,1.1792865899935785,1.1839570319341468,0.0,0.5555555555555556,3.18714089279565,29,54,71.89187744599262,1208
38,N.C. State,ACC,19-12,123.40592035598866,26,104.29901710625538,76,0.8737463584185398,38,19.774583674532447,12.22541632546755,10.0,8.0,10-8,0.7079170914803672,0.5782643463666758,0.8015551851735885,0.706676385471383,0.5782643463666758,0.8015551851735885,0.6909115944239268,0.7901270896470337,115.95395857866735,105.32474262265644,115.83460871463312,105.3305833700716,123.42718285955613,104.82557375852468,123.83648884252754,104.28141673945676,0.8783067257445124,14.0,-0.0286442680936491,1442.0,1418.0,1253.9125,1.1500004984398833,1.1308604069263206,0.0,0.5555555555555556,0.3137685791825894,45,249,69.01846944285688,1301
39,BYU,B12,21-10,125.37869562924826,18,106.1883375141586,104,0.8710675621922761,39,21.770350798608053,10.229649201391949,9.0,9.0,9-9,0.7377942629809973,0.6017866118705404,0.8360220110052161,0.7356200159442834,0.6017866118705404,0.8360220110052161,0.6371931398755046,0.7458600903754474,116.50546927610732,103.23255644667174,116.38376415271124,103.31777361236674,124.65967712358714,107.9553502372096,125.9628580387068,104.0106058765595,0.9004454135673612,15.0,0.0954892121917633,1478.0,1483.0,1277.65,1.1568113333072438,1.160724768128987,0.0,0.5,4.002129323262135,24,13,69.6650322325054,1140
40,Saint Louis,A10,27-4,120.76097191249175,41,102.7262233525181,50,0.8653057931800021,40,27.0,4.0,15.0,3.0,15-3,0.5008877721785052,0.3898472618561196,0.5810836963002279,0.5008877721785052,0.3898472618561196,0.5810836963002279,0.8542322810652884,0.890983051083533,109.04355296289896,108.38873870332164,109.04355296289896,108.38873870332164,120.6406696838573,102.97835240026484,101.23618669916188,80.37170722792625,0.934265185209278,2.0,0.055983980042062,1494.0,1277.0,1258.0625,1.1875403646480205,1.0150529087386355,0.0,0.8333333333333334,2.307499743582602,36,60,70.98501680230194,1387
41,Texas,SEC,18-13,125.6068556500741,15,107.31422526676022,123,0.8593678726472667,41,18.693497263299925,13.306502736700075,9.0,9.0,9-9,0.6635939902340703,0.4139106980612003,0.8439208123589208,0.6656624407466434,0.4139106980612003,0.8439208123589208,0.6440967528532854,0.7724382983280598,116.81559662767674,106.0142596005766,116.72837060955636,105.97079664169485,125.98753574366005,106.92785436386046,125.9659448509615,106.10586376127952,0.877944147562187,17.0,-0.0014936005238463,1472.0,1455.0,1231.5875,1.1952053751763478,1.1814020522293385,0.0,0.5,0.3772507155402755,44,177,66.91385392468896,1400
42,San Diego St.,MWC,20-10,113.7838202328775,104,97.61040187773946,19,0.8536021252617597,42,20.0,10.0,14.0,6.0,14-6,0.6275958893923647,0.5406574150996519,0.6710651265387211,0.6275958893923647,0.5406574150996519,0.6710651265387211,0.7487617617021866,0.7476438221728254,114.43548056389776,106.65943084949912,114.43548056389776,106.65943084949912,113.07616603942326,95.65710767431278,110.4795807718351,99.06822575717108,0.7779487531994203,8.0,-0.0177469851849341,1562.0,1406.0,1410.2125,1.1076344877101856,0.9970128615368252,0.0,0.7,-0.3175245273477781,55,223,68.77025034737972,1361
43,Auburn,SEC,16-15,125.49661847919836,16,107.7079741889374,136,0.852938264704765,43,16.73357593533873,15.266424064661267,7.0,11.0,7-11,0.7521560970640183,0.6202296112659635,0.8474363368070581,0.749841428088422,0.6202296112659635,0.8474363368070581,0.6002025821407092,0.654791325364693,119.70760560902846,104.44331572182058,119.52679500216745,104.51619843814365,125.18014695328468,107.7815723215016,124.02160168561426,106.1996696043654,0.8561962065531505,18.0,-0.0054695713752035,1472.0,1489.0,1244.675,1.1826380380420591,1.1962962219053166,0.0,0.3888888888888889,0.0332832542908992,48,187,67.32216727418059,1120
44,SMU,ACC,19-12,124.15276415939115,23,106.84637014624678,116,0.8489499272826017,44,19.64818580674132,12.35181419325868,8.0,10.0,8-10,0.701006221381082,0.5394687101214385,0.8176722017352692,0.7026347328649691,0.5394687101214385,0.8176722017352692,0.6956429197131315,0.8218282751489869,115.84606021997358,105.01091473916696,115.8526254798659,105.02085967648615,124.94217926587018,107.50636536815006,121.7213499498945,105.06824985795596,0.8444776995051998,14.0,-0.002740100011494,1451.0,1436.0,1243.9375,1.1664573179922624,1.154398834346581,0.0,0.4444444444444444,-0.0385856002482216,49,180,68.99347894135877,1374
45,Missouri,SEC,20-11,120.4918875442386,42,103.75172266786952,67,0.8481531972121611,45,20.0,11.0,10.0,8.0,10-8,0.6645946143673883,0.4105073510308898,0.8481020823326373,0.6645946143673883,0.4105073510308898,0.8481020823326373,0.6729742856030101,0.8240663901721089,116.22606555364992,106.88504606496814,116.22606555364992,106.88504606496814,120.22067506520332,101.53628055025122,117.6313338153662,103.12528836325508,0.8195829111827265,12.0,0.0485600991840543,1388.0,1404.0,1231.9499999999996,1.1266691018304318,1.1396566419091687,0.0,0.5555555555555556,1.5177009843533578,41,70,66.30305082581974,1281
