rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank.1,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk, adjt,TeamID
11,Kansas,B12,25-10,119.6569334562549,8,96.28446464573504,35,0.9240857486652578,11,25,10,14,4,14-4,0.7675600417209552,0.7218838603128608,0.7914207198934889,0.7675600417209552,0.7218838603128608,0.7914207198934889,0.6523231051948643,0.6857726462497633,112.96791523604244,99.85965504433004,112.96791523604244,99.85965504433004,123.58671292010662,96.14269568538091,128.30000339171184,105.96435061603246,0.9002125625340582,20,0.0085641367817917,1457.0,1274.0,1240.275,1.1747394731007237,1.027191550261031,0,0.7777777777777778,6.92130498427812,11,154,66.1743552073292,1242
12,Villanova,BE,29-5,115.6784905814526,23,93.11018900714296,11,0.923850907288488,12,29,5,16,2,16-2,0.6830689696215066,0.5783515368388833,0.7530776251470745,0.6830689696215066,0.5783515368388833,0.7530776251470745,0.7248062570970317,0.7685204076046326,110.95772841631468,102.1989193669485,110.95772841631468,102.1989193669485,118.92580873544888,94.35302391532502,123.02152831827875,104.04518623328164,0.8728772641503467,12,0.0833529462436398,1390.0,1211.0,1208.3875,1.1502932627158091,1.0021619720495287,0,0.8888888888888888,8.36349729220698,3,30,65.56440822786928,1437
13,Pittsburgh,ACC,26-10,117.68306770928046,17,94.7317538919874,20,0.923781948967306,13,26,10,11,7,11-7,0.68688126898224,0.4838798951475448,0.7911908963953962,0.68688126898224,0.4838798951475448,0.7911908963953962,0.7150365652261598,0.8751656453769245,108.94051810197028,99.97143285748282,108.94051810197028,99.97143285748282,116.95313612182096,97.19554384874864,118.45745203204396,97.86307389938148,0.8999187627549949,14,-0.0384950552127488,1252.0,1177.0,1140.4499999999998,1.0978122670875534,1.0320487526853437,0,0.6111111111111112,4.170112551067758,22,256,61.80977732587344,1338
14,Connecticut,Amer,32-8,113.0458164958667,49,91.99890252830043,9,0.9144475332062122,14,32,8,12,6,12-6,0.6910579066582547,0.572573463120523,0.6698188596247241,0.6910579066582547,0.572573463120523,0.6698188596247241,0.6884524542592141,0.8122762401429019,110.13027150144362,100.2758908681628,110.13027150144362,100.2758908681628,110.0008389474188,92.46461797778768,122.69487550212996,99.60604020930334,0.9166360437697428,20,0.0851099897738292,1273.0,1142.0,1192.375,1.0676171506447216,0.9577523849460112,0,0.6666666666666666,4.799949322746095,17,29,62.7934264952216,1163
15,UCLA,P12,28-9,119.55332191315682,9,97.33011516143986,46,0.9141208220984984,15,28,9,12,6,12-6,0.6770430544937225,0.4920673713347886,0.7511992674783703,0.6770430544937225,0.4920673713347886,0.7511992674783703,0.7294843412769763,0.8585064913458886,109.7930101549508,101.32424883476776,109.7930101549508,101.32424883476776,116.8294231872384,97.92026506858662,120.46580947742233,97.21031955919408,0.9217687105302664,13,0.0022816282904323,1429.0,1304.0,1278.9125,1.1173555657638814,1.019616275546607,0,0.6666666666666666,4.574512178674029,18,174,68.21622564988552,1417
16,Syracuse,ACC,28-6,114.73674183683994,31,93.52949937719865,12,0.9129484758751436,16,28,6,14,4,14-4,0.6888202718714841,0.5485508143458224,0.7831694073233604,0.6888202718714841,0.5485508143458224,0.7831694073233604,0.7145855429945732,0.8106824173254897,110.53614014869304,101.4705859274585,110.53614014869304,101.4705859274585,114.66784630228614,92.90714852961612,136.54806832787617,105.45932002576318,0.9512485885014874,14,0.0856359026483259,1128.0,1045.0,1044.4499999999998,1.0799942553497055,1.0005265929436546,0,0.7777777777777778,7.89649727706719,7,28,59.53621766080803,1393
17,Creighton,BE,27-8,125.6857119188968,2,102.616681186329,126,0.9114940490893249,17,27,8,14,4,14-4,0.6843874681487983,0.5626233832364188,0.7544891738822529,0.6843874681487983,0.5626233832364188,0.7544891738822529,0.7326273007694799,0.795942860669448,109.02598482300868,100.8756725994237,109.02598482300868,100.8756725994237,126.5746879807272,100.44777558017108,131.86924563742025,111.51556521537714,0.8730208923729437,12,0.0175594932139718,1402.0,1241.0,1172.0,1.1962457337883958,1.0588737201365188,0,0.7777777777777778,5.655124366137131,14,139,63.42820535988013,1166
18,Ohio St.,B10,25-10,108.90493577894898,108,89.22387280314811,4,0.9082337538679884,18,25,10,10,8,10-8,0.6948646434192143,0.4893568472378299,0.8162177362495717,0.6948646434192143,0.4893568472378299,0.8162177362495717,0.7143138926224065,0.8862454448320646,110.25514891935102,100.78241754326672,110.25514891935102,100.78241754326672,109.02912251850564,90.32274391098036,106.27771547484406,89.6541440945065,0.876110947958789,13,-0.0143697529343135,1197.0,1130.0,1170.35,1.0227709659503568,0.9655231341051824,0,0.5555555555555556,4.509226218336971,20,208,63.376957422791136,1326
19,Iowa,B10,20-13,121.69434163137215,5,99.94849966202214,77,0.9058394456239584,19,20,13,9,9,9-9,0.6733140250555945,0.4400205722430733,0.8305618137785487,0.6733140250555945,0.4400205722430733,0.8305618137785487,0.6850326320937353,0.8428156906550451,109.24153502203922,100.43711908663224,109.24153502203922,100.43711908663224,122.70520700706672,99.32160416943452,126.30389965397204,103.21876062622935,0.9106146663794852,14,-0.0887335869433073,1409.0,1324.0,1248.5999999999997,1.1284638795450908,1.0603876341502485,0,0.5,1.199624079828237,47,318,68.9121553036672,1234
20,Gonzaga,WCC,28-7,114.24485536188308,39,93.95645839643988,16,0.9045119256717518,20,28,7,15,3,15-3,0.6314577914500222,0.582008222357039,0.6185454167296295,0.6314577914500222,0.582008222357039,0.6185454167296295,0.77691093374894,0.7948018133414615,109.54708131542482,103.50865745070568,109.54708131542482,103.50865745070568,111.114215815355,90.82476191901164,127.87777027290493,106.90561606215648,0.8869519800737704,9,0.0162770923182832,1315.0,1108.0,1184.1625,1.1104894809622836,0.935682391563658,0,0.8333333333333334,4.04544019340008,24,142,64.5225842663107,1211
21,Oklahoma St.,B12,21-13,116.1542610439712,21,95.53774143836148,28,0.9043978825252182,21,21,13,8,10,8-10,0.6921206967333062,0.5163154912146496,0.7936677454428437,0.6921206967333062,0.5163154912146496,0.7936677454428437,0.7054746532667112,0.8454033467722569,110.17997161633424,101.08655590092464,110.17997161633424,101.08655590092464,112.83344046554508,96.33952274713472,115.33211769693852,101.46410718802274,0.8135545974988918,15,-0.0955498457638752,1372.0,1313.0,1274.5875,1.076426687065423,1.0301372012513854,0,0.4444444444444444,1.38293202093847,42,328,67.26033535927749,1329
22,Kentucky,SEC,29-11,117.7044074109902,16,96.92086212072616,41,0.9032823424610912,22,29,11,12,6,12-6,0.7359709823796345,0.624310913114334,0.7398470709710394,0.7359709823796345,0.624310913114334,0.7398470709710394,0.6612405669631145,0.7491321606087677,111.4457895003142,99.43990018749336,111.4457895003142,99.43990018749336,114.91933080302545,97.08588500444458,132.65621158889155,109.25679825567248,0.903059254415694,18,0.0579362336392091,1315.0,1218.0,1208.75,1.0879007238883145,1.0076525336091002,0,0.6666666666666666,3.955956562794275,25,56,63.9248218654664,1246
23,San Diego St.,MWC,29-5,110.00427073270733,91,91.33904203054836,8,0.8945722707132603,23,29,5,16,2,16-2,0.6172779125444959,0.5671977355545621,0.590227662575079,0.6172779125444959,0.5671977355545621,0.590227662575079,0.7605224085035739,0.7385443191217137,108.26148817126534,102.77539807748089,108.26148817126534,102.77539807748089,107.41781072600033,93.36815126548576,115.75988640073308,98.38154504458323,0.8665330011233774,7,0.1012955599083967,1230.0,1079.0,1147.4875,1.0719071013845467,0.9403152539788016,0,0.8888888888888888,6.061857950324237,13,18,62.00934577228399,1361
24,VCU,A10,26-9,108.83993489456272,109,90.48969855216556,6,0.8931555243060932,24,26,9,12,4,12-4,0.6504274123687868,0.5727450104631285,0.6915259832102172,0.6504274123687868,0.5727450104631285,0.6915259832102172,0.7639085192363414,0.8079341449513479,108.28453416579292,101.49082754724608,108.28453416579292,101.49082754724608,108.74482093030072,89.74893924538868,112.51158447091888,99.42426525035395,0.8056658324029479,9,-0.0095371433666681,1204.0,1062.0,1155.6875,1.0418041209236926,0.9189335352333567,0,0.75,3.6998574836331297,27,196,68.84514101577507,1433
25,Iowa St.,B12,28-8,119.12772112058715,11,99.54781189313854,72,0.8874464198107335,25,28,8,11,7,11-7,0.7326286242431048,0.5747610468823875,0.7955936405481326,0.7326286242431048,0.5747610468823875,0.7955936405481326,0.6769722834883437,0.815321859387682,111.79386562038336,100.31076147571991,111.79386562038336,100.31076147571991,113.83115545274542,97.85618215684526,127.41845141420696,109.17822915388922,0.855287814454878,19,0.1253981163371416,1418.0,1395.0,1322.0875,1.072546257339246,1.0551495267900195,0,0.6111111111111112,7.495239295434992,9,6,69.66160336427376,1235
26,Baylor,B12,24-12,119.72759760734274,7,100.20257969021242,81,0.8856734916565109,26,24,12,9,9,9-9,0.7272718846078885,0.561427008075849,0.7957946122406669,0.7272718846078885,0.561427008075849,0.7957946122406669,0.6753059695580228,0.8151011819759677,111.80945396933149,100.36706328350652,111.80945396933149,100.36706328350652,116.60629381925452,101.5730126207326,128.54066413819015,107.743648922702,0.8838742355616843,19,0.0184691019615755,1302.0,1270.0,1177.25,1.1059672966659588,1.0787853047356126,0,0.5,3.129757885346527,31,137,60.93885314994888,1124
27,North Carolina,ACC,24-10,113.89718843445246,41,95.38626589261014,24,0.8848984571628606,27,24,10,13,5,13-5,0.7062175974860382,0.5712286362416583,0.7752304734185806,0.7062175974860382,0.5712286362416583,0.7752304734185806,0.6897168346164769,0.7783804125001386,111.53375109526093,101.11666030134356,111.53375109526093,101.11666030134356,113.48741832967876,94.6793334221808,120.78944492067632,100.6711985688164,0.8904333606891929,13,0.0422228738273318,1326.0,1239.0,1224.675,1.0827362361442832,1.0116969808316492,0,0.7222222222222222,4.271745150615219,21,79,68.86072906660256,1314
28,Oklahoma,B12,23-10,118.7214165952185,12,100.16929885325168,80,0.8758883036479772,28,23,10,12,6,12-6,0.7029798982326331,0.5543826968371787,0.7969023119927311,0.7029798982326331,0.5543826968371787,0.7969023119927311,0.7082254878890707,0.8410767191154827,110.80859911645857,100.90172980631117,110.80859911645857,100.90172980631117,118.95452382755091,97.92373436667268,129.16757398930295,108.63198488687078,0.8798662342642758,13,0.0304509801085375,1422.0,1339.0,1271.4375,1.1184191122253355,1.0531386717789903,0,0.6666666666666666,4.103658237833686,23,106,69.62779185238136,1328
29,Cincinnati,Amer,27-7,109.20255703642664,104,92.15442620180004,10,0.8756640984206042,29,27,7,15,3,15-3,0.6113668383307203,0.4887189029775196,0.6742243596125413,0.6113668383307203,0.4887189029775196,0.6742243596125413,0.7459264242315531,0.8303218436593096,107.86904638877552,102.26043142534228,107.86904638877552,102.26043142534228,109.02239176500746,90.9020093157858,115.6460831505156,97.15500586422536,0.8811754176632798,11,0.0826309813611281,1201.0,1075.0,1138.4625,1.0549315414429548,0.9442559592432777,0,0.8333333333333334,5.35922415760177,16,32,61.46180680933913,1153
30,Oregon,P12,24-10,118.66032117333714,14,100.67043537295363,91,0.8688407049888375,30,24,10,10,8,10-8,0.6729680892359365,0.523231953629668,0.7359468751397285,0.6729680892359365,0.523231953629668,0.7359468751397285,0.7303446034868135,0.8625544972914713,109.99203362699802,101.43912965395944,109.99203362699802,101.43912965395944,115.0674070115652,99.61031794467678,123.88622211103096,103.76507908205735,0.8847490432158954,10,0.0245073883351337,1378.0,1315.0,1258.6750000000002,1.0948020736091524,1.044749438894075,0,0.5555555555555556,2.6650054772148835,33,127,67.29914278532056,1332
31,New Mexico,MWC,27-7,113.40827227018131,47,96.31152588172488,36,0.8675160929442403,31,27,7,15,3,15-3,0.6248026250885521,0.6021836787791978,0.6033508630107122,0.6248026250885521,0.6021836787791978,0.6033508630107122,0.7830718371788427,0.7995075850076699,108.15324689953366,102.64422266068492,108.15324689953366,102.64422266068492,113.79109813657684,96.37653516290617,116.7575426590459,94.37306345893036,0.9203933746629572,6,0.06032232222105,1304.0,1137.0,1163.0375,1.1212020248702217,0.9776125017465044,0,0.8333333333333334,4.543134856899301,19,53,64.18653826709804,1307
32,SMU,Amer,27-10,110.94664308320964,74,94.40339682920047,18,0.8649389321003431,32,27,10,12,6,12-6,0.6009120946829742,0.4454964710104247,0.6754355338703828,0.6009120946829742,0.4454964710104247,0.6754355338703828,0.7651643933834982,0.847065833162779,107.07025815372523,101.77115474835423,107.07025815372523,101.77115474835423,109.56375845204066,91.266453644637,121.90466423041444,100.17575032527672,0.9053041893167588,10,0.011409274828429,1249.0,1143.0,1196.8875,1.0435400152478824,0.9549769715198796,0,0.6666666666666666,1.417422215948393,40,151,64.21268601049859,1374
33,Harvard,Ivy,26-5,112.55967398864814,54,95.8615536721208,31,0.8637336387857142,33,26,5,13,1,13-1,0.5102377464430018,0.529207141881432,0.4338468131364039,0.5102377464430018,0.529207141881432,0.4338468131364039,0.8361256087747958,0.8282485511612254,104.7820606211254,104.21788056078807,104.7820606211254,104.21788056078807,112.14341716697182,93.95837852942654,110.7859379167173,94.26140905141052,0.8650136698982065,4,0.0445658924130556,1039.0,823.0,908.55,1.143580430356062,0.9058389741896428,0,0.9285714285714286,2.3741047775751074,35,72,63.554156642191245,1217
34,Saint Joseph's,A10,24-10,114.36467122070744,37,98.23288653172352,57,0.851774662716792,34,24,10,11,5,11-5,0.6523550736414867,0.5331011751234409,0.7093799089874758,0.6523550736414867,0.5331011751234409,0.7093799089874758,0.7655607007307659,0.8425697687800141,107.8250298621925,101.13926033065144,107.8250298621925,101.13926033065144,113.31262882044646,97.4287313263756,131.0825932914743,112.18778521218468,0.856929127467158,9,0.0164168217802701,1119.0,1071.0,1051.075,1.0646243132031492,1.018956782341888,0,0.6875,2.224414279768923,36,141,63.932974923339046,1386
35,Minnesota,B10,24-13,114.92830213626816,28,99.0696203198244,67,0.8465227606132107,35,24,13,8,10,8-10,0.6905146861293912,0.4782704076081347,0.820187084025587,0.6905146861293912,0.4782704076081347,0.820187084025587,0.6996404390123336,0.856931225184871,109.93032843338428,100.2501339025544,109.93032843338428,100.2501339025544,115.09281271568383,98.95789582715128,128.18199943689103,110.43622986011782,0.8473088571095447,15,0.0297616603495095,1225.0,1253.0,1159.7624999999998,1.0562507409922293,1.0803936150720514,0,0.4444444444444444,0.5458820267923157,53,109,63.04786800515335,1278
36,Texas,B12,24-11,112.92680144184509,50,97.40148918366022,47,0.8456432164859806,36,24,11,11,7,11-7,0.7003695978064955,0.5133062736707411,0.8003106049917954,0.7003695978064955,0.5133062736707411,0.8003106049917954,0.6922734311056377,0.8363989139272979,111.46419168542928,101.41461478389957,111.46419168542928,101.41461478389957,113.09402357389496,96.02424232836508,127.5173473706668,109.3062486907757,0.8547231979845016,17,0.0803134415023736,1293.0,1273.0,1215.025,1.064175634246209,1.047715067591202,0,0.6111111111111112,3.652123911356522,29,34,66.6802790282153,1400
37,Memphis,Amer,23-10,113.09446743819348,48,97.63139678809983,51,0.8443266896308018,37,23,10,12,6,12-6,0.6443387274959388,0.5329167422627087,0.6777551496881689,0.6443387274959388,0.5329167422627087,0.6777551496881689,0.7028486204002117,0.7659715494233862,108.89616145727209,100.873729537867,108.89616145727209,100.873729537867,114.02478485957852,96.75367320601087,130.46059947526874,113.98266228209312,0.8253158194260404,14,0.0695536002099707,1364.0,1285.0,1264.025,1.079092581238504,1.0165938173691185,0,0.6666666666666666,2.8430546579461358,32,45,67.49502519463016,1272
38,Saint Louis,A10,26-7,105.51142528000832,173,91.08910473017704,7,0.8442612416692593,38,26,7,13,3,13-3,0.6252490977742775,0.489717518058659,0.7038108114475865,0.6252490977742775,0.489717518058659,0.7038108114475865,0.7632966164578432,0.8449380124183482,107.83132242485674,101.82081944705024,107.83132242485674,101.82081944705024,105.01451645522818,89.62108374837135,106.8997457722775,89.34389304481752,0.8872629545366348,8,0.1021896001267732,1102.0,1025.0,1099.8375,1.001966199552207,0.9319558571152556,0,0.8125,3.90247964042592,26,17,65.48482895638266,1387
39,Kansas St.,B12,20-13,108.38179823399317,119,93.64029950030344,14,0.8430755626014691,39,20,13,10,8,10-8,0.6747042996823411,0.4664409692709345,0.8005989181512873,0.6747042996823411,0.4664409692709345,0.8005989181512873,0.7106557789807819,0.8758369958312244,111.18361523496256,102.28444677905614,111.18361523496256,102.28444677905614,110.9562642180003,94.38862140302275,121.1642895980481,108.9561985255623,0.7722951501953719,16,-0.0190352926441833,1270.0,1260.0,1213.375,1.0466673534562687,1.0384258782322036,0,0.5555555555555556,0.5550649271995194,52,219,62.828308603066986,1243
40,Louisiana Tech,CUSA,28-8,110.4154170105678,85,95.48300289215076,27,0.8417047679161389,40,28,8,13,3,13-3,0.4879709888684795,0.4383822543287983,0.44608772438594,0.4879709888684795,0.4383822543287983,0.44608772438594,0.8441032818390651,0.8412605762254284,104.23368421879896,104.62184705861782,104.23368421879896,104.62184705861782,108.27512291142878,94.81511170205592,108.4747360050564,99.82392178065236,0.722271809318344,4,-0.0033014984573892,1229.0,1006.0,1115.925,1.101328494298452,0.9014942760490176,0,0.8125,0.1388055478368206,60,189,69.11432058174655,1256
41,Stanford,P12,23-13,112.23310347423153,58,97.23868452516656,45,0.8387839447285018,41,23,13,10,8,10-8,0.6968334473871494,0.5785210615762709,0.7416100908512465,0.6968334473871494,0.5785210615762709,0.7416100908512465,0.6977341458882053,0.777937958462204,110.71453118781216,100.74891534243876,110.71453118781216,100.74891534243876,112.56856769099063,96.98299652845236,116.61935323682732,100.79502300412835,0.8425071375755987,15,0.0335397199957313,1280.0,1233.0,1202.8375,1.064150394379956,1.025076122086317,0,0.5555555555555556,1.158214334513752,48,98,65.24505524364466,1390
42,Arkansas,SEC,22-12,111.17703641195594,70,97.03519804220105,42,0.827008978093128,42,22,12,10,8,10-8,0.6370552262662978,0.4701809802167817,0.7521054073156778,0.6370552262662978,0.4701809802167817,0.7521054073156778,0.7589761060226183,0.8539752818005794,108.315982603439,102.09989047703549,108.315982603439,102.09989047703549,109.9806124589288,97.13349044744112,132.4660933868295,113.62202775308812,0.8537932283770208,10,-0.0104934579351083,1366.0,1342.0,1315.1125,1.0386944082730565,1.020445018962256,0,0.5555555555555556,0.1079840064993061,61,198,70.85608519827467,1116
43,Florida St.,ACC,22-14,112.493788497752,55,98.22184212052233,55,0.8263817628266464,43,22,14,9,9,9-9,0.7053647347680276,0.5497847039289195,0.7915619997808485,0.7053647347680276,0.5497847039289195,0.7915619997808485,0.6767359530535484,0.7415282671413653,110.2308453323399,99.97258451422,110.2308453323399,99.97258451422,113.9084761166808,100.47233563842786,117.2497165501101,102.33184739988404,0.8270665167963999,17,0.0436103647529059,1211.0,1206.0,1134.025,1.0678776922907345,1.0634686184167017,0,0.5,1.4112328126995402,41,76,65.25594653331964,1199
44,Utah,P12,19-12,110.89376046363157,75,96.91384653323075,40,0.8248599395176173,44,19,12,9,9,9-9,0.6219278552623121,0.3448303438410776,0.7421976617249668,0.6219278552623121,0.3448303438410776,0.7421976617249668,0.7369296957288299,0.9183207199445036,108.42970577786213,102.11835855856516,108.42970577786213,102.11835855856516,112.10441498835092,95.60588293806096,115.33638400613246,103.0095759552244,0.7858107975824418,11,-0.0271632683229137,1266.0,1202.0,1197.9625,1.0567943487379614,1.0033703058317769,0,0.5,-0.3491804962499829,63,235,63.303816439894064,1428
45,Indiana,B10,17-15,108.93259751827136,107,95.43967541000605,26,0.8206418071196181,45,17,15,7,11,7-11,0.6535495711645541,0.4015839306797552,0.8272119157041887,0.6535495711645541,0.4015839306797552,0.8272119157041887,0.7021784853892524,0.8575508663965914,109.51173609487113,101.69941147596084,109.51173609487113,101.69941147596084,109.53900126634548,95.58715767856486,120.31277313261091,101.47578610520355,0.8763334381921297,13,-0.0627439396385862,1190.0,1230.0,1185.3625,1.003912305307448,1.037657256746354,0,0.3888888888888889,-2.057051206551341,79,296,67.50092486852655,1231
46,Arizona St.,P12,21-12,110.8605593315452,77,97.13360370285424,44,0.8205586108142874,46,21,12,10,8,10-8,0.6690426572748407,0.4985768515414774,0.7729156366009992,0.6690426572748407,0.4985768515414774,0.7729156366009992,0.7245344242031949,0.8496123196805966,109.06276620998304,101.23279938620678,109.06276620998304,101.23279938620678,107.7468545236865,94.37099959432088,111.02105848405428,104.6862251596224,0.6627675975150332,12,0.0246781835807993,1312.0,1295.0,1290.4125,1.0167291466875903,1.0035550647564249,0,0.5555555555555556,1.2137439518728084,46,126,67.2987618089338,1113
47,Providence,BE,22-13,115.43498245640455,24,101.172014761901,101,0.8200491530696292,47,22,13,10,8,10-8,0.6930960724009527,0.5514610906625542,0.7648076907213529,0.6930960724009527,0.5514610906625542,0.7648076907213529,0.7222778950736544,0.8244998637542936,109.63384932910776,100.7408609385173,109.63384932910776,100.7408609385173,114.9303819756962,102.31404142837506,116.29370935116772,106.34764595879228,0.736559786216175,13,0.028257743839155,1327.0,1325.0,1217.6,1.0898488830486204,1.088206307490145,0,0.5555555555555556,1.2754959189890602,45,111,62.87298452672894,1344
48,Maryland,ACC,17-15,108.60272982239476,115,95.21045959763676,22,0.8195759988526697,48,17,15,9,9,9-9,0.707578403987082,0.593157992968452,0.7836151808982744,0.707578403987082,0.593157992968452,0.7836151808982744,0.6912619660142398,0.7911272919396299,110.1097840517092,99.99336309967568,110.1097840517092,99.99336309967568,109.53731413266964,94.87930231070284,108.8251205176566,98.53573134009244,0.758085902745515,14,-0.0433425287103602,1252.0,1236.0,1224.1374999999998,1.0227609235073676,1.0096904963698932,0,0.5,-1.4813766810253082,70,266,67.16402277966519,1268
